Season,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,logORB,logDRB,logTRB,logMP,logPF,logPTS,logFGA,logFTA,logTOV,logEFG,logFGpct,logFTpct
1,347,Tony Parker\parketo01,PG,34,SAS,63,63,25.19047619,265,9.031746032,0.466,23,69,0.333,242,500,0.484,0.486,85,1.857142857,0.726,0.142857143,1.650793651,1.793650794,285,34,2,1.412698413,1.46031746,10.12698413,-1.945910149,0.501256173,0.584253092,3.226465994,0.378653851,2.315203557,2.200745708,0.619039208,0.345501643,-0.721546655,-0.763569645,-0.320205264
1,348,Chandler Parsons\parsoch01,SF,28,MEM,34,34,19.85294118,75,6.529411765,0.338,25,93,0.269,50,129,0.388,0.394,35,1.264705882,0.814,0.176470588,2.294117647,2.470588235,55,20,5,0.705882353,1.529411765,6.176470588,-1.734601055,0.830348302,0.904456274,2.988352166,0.424883194,1.820747006,1.876316857,0.234839591,-0.348306694,-0.93140437,-1.084709383,-0.205794913
1,349,Lamar Patterson\pattela01,SG,25,ATL,5,0,8,3,3,0.2,1,6,0.167,2,9,0.222,0.233,2,0.6,0.667,0.2,1.2,1.4,6,1,0,0.8,1.2,1.8,-1.609437912,0.182321557,0.336472237,2.079441542,0.182321557,0.587786665,1.098612289,-0.510825624,-0.223143551,-1.456716825,-1.609437912,-0.404965233
1,350,Patrick Patterson\pattepa01,PF,27,TOR,65,8,24.6,154,5.907692308,0.401,94,253,0.372,60,131,0.458,0.523,43,0.923076923,0.717,0.953846154,3.553846154,4.507692308,76,40,23,0.584615385,1.846153846,6.846153846,-0.047252885,1.268030441,1.505785339,3.202746443,0.613104473,1.923687012,1.776255283,-0.080042708,-0.53680111,-0.648173815,-0.913793852,-0.332679438
1,351,Chris Paul\paulch01,PG,31,LAC,61,61,31.49180328,374,12.86885246,0.476,124,302,0.411,250,483,0.518,0.555,232,4.262295082,0.892,0.655737705,4.327868852,4.983606557,563,119,8,2.409836066,2.393442623,18.09836066,-0.42199441,1.465075239,1.606153837,3.449727299,0.872732758,2.895821363,2.554809854,1.449807767,0.879558723,-0.588787165,-0.742337425,-0.114289146
1,352,Adreian Payne\paynead01,PF,25,MIN,18,0,7.5,23,3,0.426,3,15,0.2,20,39,0.513,0.454,14,1.055555556,0.737,0.5,1.333333333,1.833333333,7,8,7,0.444444444,1.777777778,3.5,-0.693147181,0.287682072,0.606135804,2.014903021,0.575364145,1.252762968,1.098612289,0.054067221,-0.810930216,-0.789658081,-0.853315933,-0.305167387
1,353,Cameron Payne\payneca01,PG,22,TOT,31,0,14.90322581,64,6.225806452,0.332,27,86,0.314,37,107,0.346,0.402,5,0.258064516,0.625,0.096774194,1.451612903,1.548387097,55,14,4,0.935483871,1.677419355,5.161290323,-2.335374916,0.372675285,0.437213806,2.701577687,0.517256514,1.641186611,1.828702984,-1.354545663,-0.066691374,-0.91130319,-1.10262031,-0.470003629
1,354,Elfrid Payton\paytoel01,PG,22,ORL,82,58,29.41463415,430,11.12195122,0.471,40,146,0.274,390,766,0.509,0.493,146,2.573170732,0.692,1.085365854,3.634146341,4.719512195,529,88,40,2.170731707,2.158536585,12.75609756,0.081917122,1.290374239,1.551705446,3.381492311,0.769430485,2.546009397,2.408920743,0.945138886,0.775064303,-0.707246105,-0.752897185,-0.368169323
1,356,Paul Pierce\piercpa01,SF,39,LAC,25,7,11.08,28,2.8,0.4,15,43,0.349,13,27,0.481,0.507,10,0.52,0.769,0.04,1.88,1.92,10,4,5,0.64,1.6,3.24,-3.218875825,0.631271777,0.652325186,2.405141681,0.470003629,1.17557333,1.029619417,-0.653926467,-0.446287103,-0.679244275,-0.916290732,-0.262664309
1,357,Marshall Plumlee\plumlma02,C,24,NYK,21,1,8.095238095,16,1.428571429,0.533,0,0,,16,30,0.533,0.533,8,0.904761905,0.421,1.095238095,1.333333333,2.428571429,10,4,4,0.571428571,1.095238095,1.904761905,0.090971778,0.287682072,0.887303195,2.091275999,0.090971778,0.644357016,0.356674944,-0.100083459,-0.559615788,-0.629233855,-0.629233855,-0.865122445
1,358,Mason Plumlee\plumlma01,C,26,TOT,81,64,26.51851852,334,7.691358025,0.536,0,6,0,334,617,0.541,0.536,174,3.703703704,0.58,2.098765432,5.37037037,7.469135802,284,69,92,1.654320988,2.790123457,10.39506173,0.741349282,1.680896876,2.010779303,3.277843301,1.026085845,2.34133086,2.040097364,1.30933332,0.503390645,-0.623621118,-0.623621118,-0.544727175
1,359,Miles Plumlee\plumlmi01,C,28,TOT,45,12,10.75555556,44,2.044444444,0.478,0,0,,44,92,0.478,0.478,25,0.866666667,0.641,0.844444444,1.266666667,2.111111111,21,18,13,0.666666667,1.622222222,2.511111111,-0.16907633,0.236388778,0.747214402,2.375422417,0.483796951,0.920725329,0.715126087,-0.143100844,-0.405465108,-0.738144546,-0.738144546,-0.444725822
1,360,Jakob Poeltl\poeltja01,C,21,TOR,54,4,11.59259259,67,2.12962963,0.583,0,0,,67,115,0.583,0.583,31,1.055555556,0.544,1.444444444,1.611111111,3.055555556,12,17,20,0.537037037,2.092592593,3.055555556,0.36772478,0.476924072,1.116961427,2.450366325,0.738403772,1.116961427,0.755948082,0.054067221,-0.621688217,-0.539568093,-0.539568093,-0.608806032
1,361,Otto Porter\porteot01,SF,23,WAS,80,80,32.5625,414,10.0375,0.516,148,341,0.434,266,462,0.576,0.608,99,1.4875,0.832,1.475,4.95,6.425,121,116,42,0.55,2.4125,13.4375,0.38865799,1.599387577,1.860196631,3.48316132,0.880663554,2.598049306,2.306328079,0.397096858,-0.597837001,-0.497580397,-0.661648514,-0.183922838
1,362,Bobby Portis\portibo01,PF,21,CHI,64,13,15.625,183,5.859375,0.488,32,96,0.333,151,279,0.541,0.531,39,0.921875,0.661,1.171875,3.453125,4.625,35,16,11,0.578125,1.46875,6.828125,0.15860503,1.239279618,1.531476371,2.748872196,0.384411699,1.921050112,1.768042943,-0.081345639,-0.547965171,-0.632993258,-0.717439873,-0.414001439
1,363,Kristaps Porziņģis\porzikr01,PF,21,NYK,66,65,32.78787879,443,14.92424242,0.45,112,314,0.357,331,671,0.493,0.507,198,3.818181818,0.786,1.681818182,5.515151515,7.196969697,97,47,129,1.787878788,3.696969697,18.12121212,0.519875459,1.707499126,1.973660062,3.490058898,1.307513483,2.897083192,2.702986899,1.339774345,0.581029882,-0.679244275,-0.798507696,-0.240798487
1,364,Dwight Powell\poweldw01,C,25,DAL,77,3,17.31168831,194,4.896103896,0.515,21,74,0.284,173,303,0.571,0.542,107,1.831168831,0.759,1.207792208,2.766233766,3.974025974,49,61,39,0.441558442,1.753246753,6.701298701,0.188794071,1.017486744,1.37977968,2.851381898,0.561469357,1.902301344,1.588439766,0.604954469,-0.817444897,-0.612489278,-0.663588378,-0.275753502
1,365,Norman Powell\powelno01,SG,23,TOR,76,18,18,227,6.657894737,0.449,56,173,0.324,171,333,0.514,0.504,126,2.092105263,0.792,0.342105263,1.881578947,2.223684211,82,52,14,0.921052632,1.671052632,8.368421053,-1.072636802,0.63211129,0.799165375,2.890371758,0.513453746,2.124465223,1.895803329,0.738170862,-0.082238098,-0.685179011,-0.800732391,-0.233193887
1,366,Alex Poythress\poythal01,PF,23,PHI,6,1,26.16666667,25,9,0.463,6,19,0.316,19,35,0.543,0.519,8,1.666666667,0.8,1.833333333,3,4.833333333,5,3,2,0.5,2.333333333,10.66666667,0.606135804,1.098612289,1.575536361,3.264486336,0.84729786,2.367123614,2.197224577,0.510825624,-0.693147181,-0.655851396,-0.770028225,-0.223143551
1,367,Ronnie Price\pricero01,PG,33,PHO,14,0,9.571428571,4,1.714285714,0.167,3,17,0.176,1,7,0.143,0.229,3,0.285714286,0.75,0.214285714,0.571428571,0.785714286,18,11,1,0.214285714,1,1,-1.540445041,-0.559615788,-0.241162057,2.25878247,0,0,0.538996501,-1.252762968,-1.540445041,-1.474033275,-1.789761467,-0.287682072
1,368,Taurean Prince\princta02,SF,22,ATL,59,10,16.62711864,114,4.830508475,0.4,33,102,0.324,81,183,0.443,0.458,74,1.593220339,0.787,0.423728814,2.237288136,2.661016949,55,43,27,1.033898305,1.627118644,5.677966102,-0.858661619,0.805264479,0.978708361,2.811035016,0.486810748,1.736593088,1.574951736,0.465757338,0.03333642,-0.780886095,-0.916290732,-0.239527031
1,370,Chasson Randle\randlch01,PG,23,TOT,26,0,11.5,40,3.769230769,0.408,16,47,0.34,24,51,0.471,0.49,41,1.653846154,0.953,0.230769231,1,1.230769231,34,9,2,0.730769231,1.5,5.269230769,-1.466337069,0,0.207639365,2.442347035,0.405465108,1.661884388,1.326870941,0.503103578,-0.313657559,-0.713349888,-0.896488105,-0.048140375
1,371,Julius Randle\randlju01,PF,22,LAL,74,73,28.81081081,377,10.44594595,0.488,17,63,0.27,360,710,0.507,0.499,204,3.810810811,0.723,2.027027027,6.567567568,8.594594595,264,49,37,2.337837838,3.351351351,13.17567568,0.706570201,1.882143531,2.15113347,3.360750692,1.209363653,2.578372378,2.346213955,1.337841978,0.849226501,-0.695149183,-0.717439873,-0.324346057
1,372,Zach Randolph\randoza01,PF,35,MEM,73,5,24.46575342,433,13.20547945,0.449,21,94,0.223,412,870,0.474,0.46,141,2.643835616,0.731,2.493150685,5.698630137,8.191780822,122,38,10,1.356164384,1.863013699,14.08219178,0.913547246,1.740225819,2.103131313,3.19727432,0.622195445,2.644911005,2.580631853,0.972230748,0.304660409,-0.776528789,-0.800732391,-0.313341819
1,373,J.J. Redick\redicjj01,SG,32,LAC,78,78,28.17948718,396,11.41025641,0.445,201,468,0.429,195,422,0.462,0.558,180,2.58974359,0.891,0.141025641,2.051282051,2.192307692,110,54,13,1.256410256,1.602564103,15.03846154,-1.958813554,0.718464989,0.78495473,3.338594308,0.471604911,2.710611022,2.434512636,0.951558871,0.228258652,-0.583396317,-0.809680997,-0.115410852
1,374,Willie Reed\reedwi02,C,26,MIA,71,5,14.52112676,162,4.014084507,0.568,1,4,0.25,161,281,0.573,0.57,49,1.23943662,0.557,1.816901408,2.85915493,4.676056338,26,18,47,0.436619718,1.929577465,5.267605634,0.597132527,1.050526102,1.542455092,2.675604607,0.657301049,1.66157592,1.389809303,0.214656937,-0.828692673,-0.562118918,-0.56563386,-0.585190039
1,375,Josh Richardson\richajo01,SG,23,MIA,53,34,30.45283019,202,9.679245283,0.394,75,227,0.33,127,286,0.444,0.467,60,1.452830189,0.779,0.660377358,2.509433962,3.169811321,140,60,39,1.226415094,2.490566038,10.16981132,-0.414943852,0.920057215,1.153672066,3.416178935,0.912510009,2.319423657,2.269983932,0.373513508,0.204095356,-0.761426021,-0.93140437,-0.249744233
1,376,Malachi Richardson\richama01,SG,21,SAC,22,0,9,28,3.090909091,0.412,8,28,0.286,20,40,0.5,0.471,15,0.863636364,0.789,0.136363636,0.909090909,1.045454545,11,5,1,0.363636364,1.045454545,3.590909091,-1.992430165,-0.09531018,0.044451763,2.197224577,0.044451763,1.278405399,1.128465252,-0.146603474,-1.011600912,-0.752897185,-0.88673193,-0.236988958
1,377,Austin Rivers\riverau01,SG,24,LAC,74,29,27.75675676,323,9.878378378,0.442,111,299,0.371,212,432,0.491,0.518,132,2.581081081,0.691,0.27027027,1.905405405,2.175675676,204,48,10,1.554054054,2.527027027,12.01351351,-1.30833282,0.644694797,0.777339272,3.323479297,0.927043524,2.486032142,2.290348367,0.948208335,0.440867035,-0.657780037,-0.816445397,-0.369615455
1,378,Andre Roberson\roberan03,SF,25,OKC,79,79,30.07594937,215,5.860759494,0.464,45,184,0.245,170,279,0.609,0.513,47,1.405063291,0.423,1.240506329,3.860759494,5.101265823,79,94,79,0.64556962,2.582278481,6.607594937,0.215519626,1.350863924,1.629488709,3.403725828,0.948672141,1.888219735,1.768279202,0.340082349,-0.43762222,-0.667479434,-0.767870727,-0.8603831
1,379,Brian Roberts\roberbr01,PG,31,CHO,41,2,10.14634146,46,2.975609756,0.377,17,44,0.386,29,78,0.372,0.447,33,0.951219512,0.846,0.12195122,0.829268293,0.951219512,52,9,1,0.634146341,0.43902439,3.463414634,-2.104134154,-0.187211542,-0.050010421,2.317113194,-0.823200309,1.242254991,1.090448978,-0.050010421,-0.455475529,-0.805196684,-0.975510092,-0.167235919
1,380,Glenn Robinson III\robingl02,SF,23,IND,69,27,20.68115942,158,4.898550725,0.467,49,125,0.392,109,213,0.512,0.54,54,1.101449275,0.711,0.826086957,2.739130435,3.565217391,47,41,20,0.536231884,0.913043478,6.072463768,-0.191055237,1.00764051,1.271225031,3.029223113,-0.090971778,1.803764415,1.588939391,0.096626836,-0.623188592,-0.616186139,-0.761426021,-0.341082849
1,381,Thomas Robinson\robinth01,PF,25,LAL,48,1,11.66666667,105,4.083333333,0.536,0,1,0,105,195,0.538,0.536,31,1.375,0.47,1.75,2.895833333,4.645833333,31,26,9,0.958333333,1.583333333,5.020833333,0.559615788,1.063272922,1.535970761,2.456735773,0.459532329,1.613595923,1.406913648,0.318453731,-0.042559614,-0.623621118,-0.623621118,-0.755022584
1,382,Sergio Rodríguez\rodrise01,PG,30,PHI,68,30,22.32352941,210,7.882352941,0.392,92,252,0.365,118,284,0.415,0.478,18,0.397058824,0.667,0.308823529,2,2.308823529,344,49,4,1.882352941,1.397058824,7.794117647,-1.174985267,0.693147181,0.8367381,3.105641253,0.334369186,2.053369301,2.064626456,-0.923670839,0.632522559,-0.738144546,-0.936493439,-0.404965233
1,383,Rajon Rondo\rondora01,PG,30,CHI,69,42,26.71014493,229,8.130434783,0.408,50,133,0.376,179,428,0.418,0.453,30,0.724637681,0.6,1.057971014,4.086956522,5.144927536,461,99,11,2.449275362,2.086956522,7.797101449,0.056352937,1.407800566,1.638011285,3.285043453,0.735706795,2.053752056,2.095614401,-0.322083499,0.89579221,-0.791863153,-0.896488105,-0.510825624
1,384,Derrick Rose\rosede01,PG,28,NYK,64,64,32.53125,460,15.265625,0.471,13,60,0.217,447,917,0.487,0.477,221,3.953125,0.874,1.03125,2.8125,3.84375,283,44,17,2.296875,1.3125,18.03125,0.030771659,1.034073768,1.346448453,3.482201166,0.271933715,2.892106364,2.725603569,1.374506405,0.831549503,-0.740238788,-0.752897185,-0.134674903
1,385,Terrence Ross\rosste01,SF,25,TOT,78,24,25.06410256,326,9.564102564,0.437,142,391,0.363,184,355,0.518,0.532,64,0.987179487,0.831,0.230769231,2.41025641,2.641025641,88,87,33,0.871794872,1.833333333,11,-1.466337069,0.879733136,0.971167342,3.221436646,0.606135804,2.397895273,2.258016774,-0.012903405,-0.137201122,-0.63111179,-0.827822084,-0.185125484
1,386,Terry Rozier\roziete01,PG,22,BOS,74,0,17.06756757,151,5.554054054,0.367,57,179,0.318,94,232,0.405,0.437,51,0.891891892,0.773,0.540540541,2.527027027,3.067567568,131,46,11,0.635135135,0.932432432,5.540540541,-0.615185639,0.927043524,1.120884924,2.837180029,-0.069958589,1.712092066,1.714528121,-0.114410351,-0.453917491,-0.827822084,-1.002393431,-0.25747623
1,387,Ricky Rubio\rubiori01,PG,26,MIN,75,75,32.92,261,8.666666667,0.402,60,196,0.306,201,454,0.443,0.448,254,3.8,0.891,0.906666667,3.16,4.066666667,682,128,10,2.6,2.693333333,11.14666667,-0.097980408,1.150572028,1.402823663,3.494080376,0.990779584,2.4111405,2.159484249,1.335001067,0.955511445,-0.802962047,-0.91130319,-0.115410852
1,389,Brandon Rush\rushbr01,SG,31,MIN,47,33,21.91489362,70,3.978723404,0.374,44,114,0.386,26,73,0.356,0.492,13,0.382978723,0.722,0.340425532,1.765957447,2.106382979,45,22,23,0.595744681,0.893617021,4.191489362,-1.077558879,0.568693006,0.744972248,3.08716648,-0.112477983,1.433056127,1.380961015,-0.959775844,-0.517943092,-0.709276562,-0.983499482,-0.32573014
1,390,D'Angelo Russell\russeda01,PG,20,LAL,63,60,28.74603175,351,13.76190476,0.405,135,384,0.352,216,483,0.447,0.483,147,2.984126984,0.782,0.492063492,3.015873016,3.507936508,303,87,16,2.793650794,2.063492063,15.61904762,-0.709147522,1.103889346,1.255027975,3.358499731,0.724399724,2.748491171,2.62190425,1.093307236,1.027349269,-0.727738625,-0.903868212,-0.245900538
1,391,Domantas Sabonis\sabondo01,PF,20,OKC,81,66,20.14814815,192,5.938271605,0.399,51,159,0.321,141,322,0.438,0.452,44,0.827160494,0.657,0.567901235,2.987654321,3.555555556,82,39,32,1.024691358,2.469135802,5.913580247,-0.565807758,1.094488571,1.268511325,3.003112381,0.903868212,1.777251443,1.781418115,-0.189756535,0.024391453,-0.794073099,-0.918793862,-0.42007126
1,392,Larry Sanders\sandela01,C,28,CLE,5,0,2.6,1,0.8,0.25,0,0,,1,4,0.25,0.25,2,0.4,1,0.6,0.2,0.8,0,1,1,0.4,1,0.8,-0.510825624,-1.609437912,-0.223143551,0.955511445,0,-0.223143551,-0.223143551,-0.916290732,-0.916290732,-1.386294361,-1.386294361,0
1,393,Dario Šarić\saricda01,PF,22,PHI,81,36,26.28395062,381,11.44444444,0.411,106,341,0.311,275,586,0.469,0.468,172,2.716049383,0.782,1.382716049,4.950617284,6.333333333,182,57,30,2.259259259,2,12.83950617,0.324049717,1.599512273,1.84582669,3.26895851,0.693147181,2.552526837,2.437504411,0.999178392,0.815036998,-0.759286983,-0.889162064,-0.245900538
1,394,Tomáš Satoranský\satorto01,SG,25,WAS,57,3,12.61403509,61,2.578947368,0.415,9,37,0.243,52,110,0.473,0.446,23,0.578947368,0.697,0.438596491,1.01754386,1.456140351,92,26,6,0.666666667,1.052631579,2.701754386,-0.824175443,0.017391743,0.37578934,2.53481009,0.051293294,0.993901335,0.947381319,-0.546543706,-0.405465108,-0.807436327,-0.879476759,-0.360969868
1,395,Dennis Schröder\schrode01,PG,23,ATL,79,78,31.4556962,548,15.36708861,0.451,100,294,0.34,448,920,0.487,0.493,218,3.227848101,0.855,0.53164557,2.607594937,3.139240506,499,74,16,3.265822785,1.886075949,17.89873418,-0.631778234,0.958428316,1.143980894,3.448580086,0.634498453,2.884729994,2.732228119,1.171815693,1.183511732,-0.707246105,-0.796287939,-0.15665381
1,396,Luis Scola\scolalu01,PF,36,BRK,36,1,12.80555556,71,4.194444444,0.47,17,50,0.34,54,101,0.535,0.526,25,1.027777778,0.676,1.416666667,2.444444444,3.861111111,37,14,4,0.944444444,1.75,5.111111111,0.348306694,0.893817876,1.350954995,2.549879105,0.559615788,1.631416819,1.433760898,0.027398974,-0.057158414,-0.642454066,-0.755022584,-0.391562203
1,397,Mike Scott\scottmi01,PF,28,ATL,18,0,10.83333333,17,3.277777778,0.288,4,27,0.148,13,32,0.406,0.322,7,0.444444444,0.875,0.555555556,1.5,2.055555556,17,4,3,0.444444444,0.666666667,2.5,-0.587786665,0.405465108,0.720546155,2.382627801,-0.405465108,0.916290732,1.187165686,-0.810930216,-0.810930216,-1.133203733,-1.244794799,-0.133531393
1,398,Thabo Sefolosha\sefolth01,SF,32,ATL,62,42,25.74193548,174,6.370967742,0.441,41,120,0.342,133,275,0.484,0.492,55,1.209677419,0.733,0.870967742,3.483870968,4.35483871,107,96,31,0.935483871,1.564516129,7.161290323,-0.138150338,1.248144023,1.471287574,3.248121393,0.447576593,1.968690177,1.85175138,0.190353728,-0.066691374,-0.709276562,-0.818710404,-0.310609577
1,399,Wayne Selden\seldewa01,SG,22,TOT,14,5,16.85714286,25,4.142857143,0.431,7,28,0.25,18,30,0.6,0.491,14,1.571428571,0.636,0.071428571,1.071428571,1.142857143,13,6,1,0.857142857,1.285714286,5.071428571,-2.63905733,0.068992871,0.133531393,2.824774475,0.251314428,1.623622547,1.421385681,0.451985124,-0.15415068,-0.711311151,-0.841647189,-0.452556716
1,400,Kevin Séraphin\serapke01,PF,27,IND,49,3,11.40816327,109,4.040816327,0.551,0,2,0,109,196,0.556,0.551,14,0.448979592,0.636,0.836734694,2.06122449,2.897959184,23,7,20,0.591836735,1.346938776,4.734693878,-0.178248231,0.723300219,1.064006759,2.434329175,0.297834444,1.554917074,1.396446733,-0.800777845,-0.524524468,-0.59602047,-0.59602047,-0.452556716
1,401,Ramon Sessions\sessira01,PG,30,CHO,50,1,16.22,100,5.26,0.38,21,62,0.339,79,201,0.393,0.42,91,2.36,0.771,0.22,1.24,1.46,129,27,3,0.92,0.86,6.24,-1.514127733,0.21511138,0.378436436,2.786245049,-0.15082289,1.830980182,1.660131027,0.858661619,-0.083381609,-0.867500568,-0.967584026,-0.260066905
1,402,Iman Shumpert\shumpim01,SG,26,CLE,76,31,25.48684211,201,6.434210526,0.411,94,261,0.36,107,228,0.469,0.507,71,1.184210526,0.789,0.513157895,2.355263158,2.868421053,109,62,27,1.026315789,1.973684211,7.460526316,-0.667171694,0.856652466,1.053761723,3.238162323,0.679901954,2.009625963,1.861629149,0.16907633,0.025975486,-0.679244275,-0.889162064,-0.236988958
1,403,Pascal Siakam\siakapa01,PF,22,TOR,55,38,15.61818182,103,3.727272727,0.502,1,7,0.143,102,198,0.515,0.505,22,0.581818182,0.688,1.163636364,2.2,3.363636364,17,26,45,0.6,1.981818182,4.163636364,0.151549898,0.78845736,1.21302264,2.748435737,0.684014697,1.426388818,1.315676794,-0.541597282,-0.510825624,-0.68319685,-0.689155159,-0.373966441
1,404,Jonathon Simmons\simmojo02,SG,27,SAS,78,8,17.84615385,177,5.397435897,0.42,30,102,0.294,147,319,0.461,0.456,99,1.692307692,0.75,0.256410256,1.794871795,2.051282051,126,47,25,0.974358974,1.871794872,6.192307692,-1.360976553,0.584933596,0.718464989,2.881788014,0.626897795,1.823307827,1.685924007,0.526093096,-0.025975486,-0.785262469,-0.867500568,-0.287682072
1,405,Kyle Singler\singlky01,SF,28,OKC,32,2,12.03125,34,2.59375,0.41,7,37,0.189,27,46,0.587,0.452,13,0.53125,0.765,0.25,1.25,1.5,9,7,5,0.34375,0.90625,2.75,-1.386294361,0.223143551,0.405465108,2.487507431,-0.098440073,1.011600912,0.953104705,-0.632522559,-1.06784063,-0.794073099,-0.891598119,-0.267879445
1,406,Marcus Smart\smartma01,SG,22,BOS,79,24,30.36708861,269,9.481012658,0.359,94,332,0.283,175,417,0.42,0.422,203,3.164556962,0.812,0.987341772,2.873417722,3.860759494,364,125,34,2.012658228,2.430379747,10.56962025,-0.012739026,1.055502165,1.350863924,3.41335941,0.88804752,2.357983872,2.249291131,1.152013065,0.69945635,-0.862749965,-1.02443289,-0.208254939
1,407,Ish Smith\smithis01,PG,28,DET,81,32,24.13580247,329,9.24691358,0.439,28,105,0.267,301,644,0.467,0.458,72,1.259259259,0.706,0.259259259,2.641975309,2.901234568,418,61,33,1.382716049,1.567901235,9.358024691,-1.349926717,0.97152686,1.065136359,3.183696318,0.449737932,2.236234231,2.224289829,0.230523659,0.324049717,-0.780886095,-0.823255866,-0.348140041
1,408,J.R. Smith\smithjr01,SG,31,CLE,41,35,28.95121951,123,8.682926829,0.346,95,271,0.351,28,85,0.329,0.479,10,0.365853659,0.667,0.414634146,2.341463415,2.756097561,62,40,11,0.634146341,1.87804878,8.56097561,-0.880358723,0.850776125,1.013815752,3.365612328,0.630233355,2.147214157,2.161358664,-1.005521866,-0.455475529,-0.736054682,-1.061316504,-0.404965233
1,409,Jason Smith\smithja02,C,30,WAS,74,3,14.43243243,174,4.445945946,0.529,37,78,0.474,137,251,0.546,0.585,35,0.689189189,0.686,0.864864865,2.621621622,3.486486486,37,21,54,0.783783784,2.27027027,5.675675676,-0.14518201,0.963793066,1.248894492,2.669477926,0.819898886,1.736189618,1.491992658,-0.37223946,-0.243622083,-0.536143432,-0.636766847,-0.376877651
1,410,Tony Snell\snellto01,SG,25,MIL,80,80,29.2,246,6.7625,0.455,144,355,0.406,102,186,0.548,0.588,47,0.725,0.81,0.275,2.825,3.1,96,55,14,0.6875,1.5625,8.5375,-1.290984181,1.038508365,1.131402111,3.374168709,0.446287103,2.144468225,1.911392644,-0.321583624,-0.374693449,-0.531028331,-0.78745786,-0.210721031
1,411,Marreese Speights\speigma01,C,29,LAC,82,2,15.68292683,244,6.682926829,0.445,103,277,0.372,141,271,0.52,0.539,120,1.670731707,0.876,1.073170732,3.475609756,4.548780488,65,23,41,0.841463415,2.792682927,8.670731707,0.070617567,1.245769933,1.514859172,2.752572658,1.027002756,2.159953183,1.89955604,0.513261679,-0.172612743,-0.618039708,-0.809680997,-0.132389188
1,412,Tiago Splitter\splitti01,C,32,PHI,8,0,9.5,14,3.875,0.452,2,6,0.333,12,25,0.48,0.484,9,1.375,0.818,1,1.75,2.75,4,1,1,0.75,1,4.875,0,0.559615788,1.011600912,2.251291799,0,1.584120104,1.354545663,0.318453731,-0.287682072,-0.725670372,-0.794073099,-0.200892942
1,413,Nik Stauskas\stausni01,SG,23,PHI,80,27,27.35,251,7.925,0.396,132,359,0.368,119,275,0.433,0.5,122,1.875,0.813,0.2625,2.5625,2.825,188,45,32,1.6,1.8,9.45,-1.337504197,0.940983344,1.038508365,3.308716529,0.587786665,2.246014742,2.07002232,0.628608659,0.470003629,-0.693147181,-0.926341068,-0.207024169
1,414,Lance Stephenson\stephla01,SG,26,TOT,18,0,20.05555556,54,6.666666667,0.45,6,20,0.3,48,100,0.48,0.475,8,0.722222222,0.615,0.222222222,2.666666667,2.888888889,59,5,3,1.444444444,1.777777778,6.777777778,-1.504077397,0.980829253,1.060871961,2.9985062,0.575364145,1.913649287,1.897119985,-0.3254224,0.36772478,-0.744440475,-0.798507696,-0.486133011
1,416,Diamond Stone\stonedi01,C,19,LAC,7,0,3.428571429,3,1.857142857,0.231,0,0,,3,13,0.231,0.231,4,0.571428571,1,0.142857143,0.714285714,0.857142857,0,0,1,0.285714286,0.714285714,1.428571429,-1.945910149,-0.336472237,-0.15415068,1.232143681,-0.336472237,0.356674944,0.619039208,-0.559615788,-1.252762968,-1.465337568,-1.465337568,0
1,417,Rodney Stuckey\stuckro01,PG,30,IND,39,0,17.84615385,91,6.256410256,0.373,19,60,0.317,72,184,0.391,0.412,80,2.743589744,0.748,0.153846154,2,2.153846154,84,16,0,1.358974359,1.128205128,7.205128205,-1.871802177,0.693147181,0.767255153,2.881788014,0.120627988,1.974793023,1.833606579,1.009267188,0.306730267,-0.88673193,-0.986176859,-0.290352301
1,418,Jared Sullinger\sullija01,PF,24,TOR,11,1,10.72727273,15,4.272727273,0.319,3,18,0.167,12,29,0.414,0.351,4,0.727272727,0.5,0.909090909,1.545454545,2.454545455,3,4,1,0.363636364,1.545454545,3.363636364,-0.09531018,0.435318071,0.897941593,2.372789352,0.435318071,1.21302264,1.452252329,-0.318453731,-1.011600912,-1.046969056,-1.142564176,-0.693147181
1,421,Jeff Teague\teaguje01,PG,28,IND,82,82,32.40243902,402,11.08536585,0.442,90,252,0.357,312,657,0.475,0.492,360,5.06097561,0.867,0.402439024,3.62195122,4.024390244,639,100,32,2.634146341,2.012195122,15.29268293,-0.910211686,1.287012892,1.392373407,3.478233698,0.699226227,2.727374474,2.405625847,1.621559273,0.96855916,-0.709276562,-0.816445397,-0.142716302
1,422,Mirza Teletović\teletmi01,PF,31,MIL,70,2,16.18571429,156,5.971428571,0.373,104,305,0.341,52,113,0.46,0.498,35,0.642857143,0.778,0.157142857,2.157142857,2.314285714,48,12,13,0.528571429,1.557142857,6.442857143,-1.850599969,0.768784595,0.839101093,2.784129019,0.44285264,1.862972097,1.78698619,-0.441832752,-0.637577329,-0.697155202,-0.986176859,-0.251028755
